"사고다발지fid","사고다발지id","법정동코드","지점코드","시도시군구명","지점명","사고건수","사상자수","사망자수","중상자수","경상자수","부상신고자수","경도","위도","다발지역폴리곤"
6779177,"2022040","2638010300","26380002  ",부산광역시 사하구2,부산광역시 사하구 하단동(하단어린이집 부근),7,7,1,6,0,0,128.965535552325,35.105281991871,"{""type"":""Polygon"",""coordinates"":[[[128.96643387,35.10528199],[128.96641661,35.10513862],[128.96636549,35.10500075],[128.96628247,35.1048737],[128.96617076,35.10476233],[128.96603463,35.10467094],[128.96587932,35.10460302],[128.9657108,35.1045612],[128.96553555,35.10454708],[128.9653603,35.1045612],[128.96519178,35.10460302],[128.96503648,35.10467094],[128.96490035,35.10476233],[128.96478863,35.1048737],[128.96470562,35.10500075],[128.9646545,35.10513862],[128.96463724,35.10528199],[128.9646545,35.10542537],[128.96470562,35.10556323],[128.96478863,35.10569028],[128.96490035,35.10580165],[128.96503648,35.10589304],[128.96519178,35.10596096],[128.9653603,35.10600278],[128.96553555,35.1060169],[128.9657108,35.10600278],[128.96587932,35.10596096],[128.96603463,35.10589304],[128.96617076,35.10580165],[128.96628247,35.10569028],[128.96636549,35.10556323],[128.96641661,35.10542537],[128.96643387,35.10528199]]]}"
6778982,"2022040","2638010800","26380003  ",부산광역시 사하구3,부산광역시 사하구 감천동(비락우유감천대리점 부근),7,7,1,6,0,0,128.997308070512,35.090828328965,"{""type"":""Polygon"",""coordinates"":[[[128.99820639,35.09082833],[128.99818912,35.09068493],[128.99813801,35.09054704],[128.99805499,35.09041996],[128.99794328,35.09030858],[128.99780715,35.09021716],[128.99765184,35.09014924],[128.99748332,35.09010741],[128.99730807,35.09009329],[128.99713282,35.09010741],[128.9969643,35.09014924],[128.99680899,35.09021716],[128.99667287,35.09030858],[128.99656115,35.09041996],[128.99647814,35.09054704],[128.99642702,35.09068493],[128.99640976,35.09082833],[128.99642702,35.09097173],[128.99647814,35.09110962],[128.99656115,35.09123669],[128.99667287,35.09134808],[128.99680899,35.09143949],[128.9969643,35.09150741],[128.99713282,35.09154924],[128.99730807,35.09156336],[128.99748332,35.09154924],[128.99765184,35.09150741],[128.99780715,35.09143949],[128.99794328,35.09134808],[128.99805499,35.09123669],[128.99813801,35.09110962],[128.99818912,35.09097173],[128.99820639,35.09082833]]]}"
6778995,"2022040","2638010200","26380004  ",부산광역시 사하구4,부산광역시 사하구 당리동(하단역11번출구 부근),7,8,0,7,1,0,128.969484451148,35.105234181213,"{""type"":""Polygon"",""coordinates"":[[[128.97038277,35.10523418],[128.97036551,35.10509081],[128.97031439,35.10495294],[128.97023137,35.10482589],[128.97011966,35.10471452],[128.96998353,35.10462312],[128.96982822,35.10455521],[128.9696597,35.10451339],[128.96948445,35.10449927],[128.9693092,35.10451339],[128.96914068,35.10455521],[128.96898537,35.10462312],[128.96884925,35.10471452],[128.96873753,35.10482589],[128.96865452,35.10495294],[128.9686034,35.10509081],[128.96858614,35.10523418],[128.9686034,35.10537755],[128.96865452,35.10551542],[128.96873753,35.10564247],[128.96884925,35.10575384],[128.96898537,35.10584523],[128.96914068,35.10591315],[128.9693092,35.10595497],[128.96948445,35.10596909],[128.9696597,35.10595497],[128.96982822,35.10591315],[128.96998353,35.10584523],[128.97011966,35.10575384],[128.97023137,35.10564247],[128.97031439,35.10551542],[128.97036551,35.10537755],[128.97038277,35.10523418]]]}"
6779103,"2022040","2638010600","26380005  ",부산광역시 사하구5,부산광역시 사하구 다대동(다대농협사거리 부근),7,7,0,7,0,0,128.971033136771,35.057068335137,"{""type"":""Polygon"",""coordinates"":[[[128.97193145,35.05706834],[128.97191419,35.05692488],[128.97186307,35.05678693],[128.97178006,35.0566598],[128.97166834,35.05654837],[128.97153221,35.05645692],[128.97137691,35.05638896],[128.97120839,35.05634712],[128.97103314,35.05633299],[128.97085788,35.05634712],[128.97068937,35.05638896],[128.97053406,35.05645692],[128.97039793,35.05654837],[128.97028621,35.0566598],[128.9702032,35.05678693],[128.97015208,35.05692488],[128.97013482,35.05706834],[128.97015208,35.05721179],[128.9702032,35.05734974],[128.97028621,35.05747687],[128.97039793,35.0575883],[128.97053406,35.05767975],[128.97068937,35.0577477],[128.97085788,35.05778955],[128.97103314,35.05780368],[128.97120839,35.05778955],[128.97137691,35.0577477],[128.97153221,35.05767975],[128.97166834,35.0575883],[128.97178006,35.05747687],[128.97186307,35.05734974],[128.97191419,35.05721179],[128.97193145,35.05706834]]]}"
6779123,"2022040","2638010100","26380006  ",부산광역시 사하구6,부산광역시 사하구 괴정동(해법쎈수학 부근),7,7,0,7,0,0,128.990878785728,35.099202521780,"{""type"":""Polygon"",""coordinates"":[[[128.9917771,35.09920252],[128.99175984,35.09905914],[128.99170872,35.09892126],[128.99162571,35.0987942],[128.99151399,35.09868282],[128.99137786,35.09859142],[128.99122256,35.0985235],[128.99105404,35.09848168],[128.99087879,35.09846755],[128.99070353,35.09848168],[128.99053502,35.0985235],[128.99037971,35.09859142],[128.99024358,35.09868282],[128.99013186,35.0987942],[128.99004885,35.09892126],[128.98999773,35.09905914],[128.98998047,35.09920252],[128.98999773,35.09934591],[128.99004885,35.09948378],[128.99013186,35.09961084],[128.99024358,35.09972222],[128.99037971,35.09981362],[128.99053502,35.09988154],[128.99070353,35.09992336],[128.99087879,35.09993748],[128.99105404,35.09992336],[128.99122256,35.09988154],[128.99137786,35.09981362],[128.99151399,35.09972222],[128.99162571,35.09961084],[128.99170872,35.09948378],[128.99175984,35.09934591],[128.9917771,35.09920252]]]}"
6779267,"2022040","2638010100","26380007  ",부산광역시 사하구7,부산광역시 사하구 괴정동(괴정3치안센터 부근),7,7,0,7,0,0,128.995741033323,35.101126196817,"{""type"":""Polygon"",""coordinates"":[[[128.99663935,35.1011262],[128.99662209,35.10098282],[128.99657097,35.10084494],[128.99648796,35.10071788],[128.99637624,35.10060651],[128.99624011,35.10051511],[128.9960848,35.10044719],[128.99591629,35.10040537],[128.99574103,35.10039125],[128.99556578,35.10040537],[128.99539726,35.10044719],[128.99524196,35.10051511],[128.99510583,35.10060651],[128.99499411,35.10071788],[128.9949111,35.10084494],[128.99485998,35.10098282],[128.99484272,35.1011262],[128.99485998,35.10126958],[128.9949111,35.10140745],[128.99499411,35.10153451],[128.99510583,35.10164588],[128.99524196,35.10173728],[128.99539726,35.1018052],[128.99556578,35.10184702],[128.99574103,35.10186114],[128.99591629,35.10184702],[128.9960848,35.1018052],[128.99624011,35.10173728],[128.99637624,35.10164588],[128.99648796,35.10153451],[128.99657097,35.10140745],[128.99662209,35.10126958],[128.99663935,35.1011262]]]}"
6779182,"2022040","2638010100","26380008  ",부산광역시 사하구8,부산광역시 사하구 괴정동(산정현교회 부근),7,7,0,7,0,0,128.998177189727,35.102358384033,"{""type"":""Polygon"",""coordinates"":[[[128.99907551,35.10235838],[128.99905824,35.10221501],[128.99900712,35.10207714],[128.99892411,35.10195007],[128.99881239,35.1018387],[128.99867627,35.10174731],[128.99852096,35.10167939],[128.99835244,35.10163757],[128.99817719,35.10162345],[128.99800194,35.10163757],[128.99783342,35.10167939],[128.99767811,35.10174731],[128.99754198,35.1018387],[128.99743027,35.10195007],[128.99734725,35.10207714],[128.99729614,35.10221501],[128.99727887,35.10235838],[128.99729614,35.10250176],[128.99734725,35.10263963],[128.99743027,35.10276669],[128.99754198,35.10287806],[128.99767811,35.10296946],[128.99783342,35.10303737],[128.99800194,35.10307919],[128.99817719,35.10309332],[128.99835244,35.10307919],[128.99852096,35.10303737],[128.99867627,35.10296946],[128.99881239,35.10287806],[128.99892411,35.10276669],[128.99900712,35.10263963],[128.99905824,35.10250176],[128.99907551,35.10235838]]]}"
6778760,"2022040","2641011000","26410001  ",부산광역시 금정구1,부산광역시 금정구 서동(부산은행금사공단지점 부근),11,11,1,10,0,0,129.105699700982,35.214403051660,"{""type"":""Polygon"",""coordinates"":[[[129.10659802,35.21440305],[129.10658076,35.21425987],[129.10652964,35.21412219],[129.10644662,35.2139953],[129.10633491,35.21388409],[129.10619878,35.21379281],[129.10604347,35.21372499],[129.10587495,35.21368323],[129.1056997,35.21366912],[129.10552445,35.21368323],[129.10535593,35.21372499],[129.10520062,35.21379281],[129.1050645,35.21388409],[129.10495278,35.2139953],[129.10486977,35.21412219],[129.10481865,35.21425987],[129.10480139,35.21440305],[129.10481865,35.21454623],[129.10486977,35.21468391],[129.10495278,35.2148108],[129.1050645,35.21492201],[129.10520062,35.21501328],[129.10535593,35.21508111],[129.10552445,35.21512287],[129.1056997,35.21513697],[129.10587495,35.21512287],[129.10604347,35.21508111],[129.10619878,35.21501328],[129.10633491,35.21492201],[129.10644662,35.2148108],[129.10652964,35.21468391],[129.10658076,35.21454623],[129.10659802,35.21440305]]]}"
6778975,"2022040","2641010900","26410002  ",부산광역시 금정구2,부산광역시 금정구 부곡동(온천2호교동측 부근),9,10,0,9,1,0,129.089325163527,35.231028171714,"{""type"":""Polygon"",""coordinates"":[[[129.09022348,35.23102817],[129.09020622,35.23088502],[129.0901551,35.23074737],[129.09007209,35.23062051],[129.08996037,35.23050931],[129.08982424,35.23041806],[129.08966893,35.23035025],[129.08950042,35.23030849],[129.08932516,35.2302944],[129.08914991,35.23030849],[129.08898139,35.23035025],[129.08882609,35.23041806],[129.08868996,35.23050931],[129.08857824,35.23062051],[129.08849523,35.23074737],[129.08844411,35.23088502],[129.08842685,35.23102817],[129.08844411,35.23117132],[129.08849523,35.23130897],[129.08857824,35.23143583],[129.08868996,35.23154703],[129.08882609,35.23163828],[129.08898139,35.23170609],[129.08914991,35.23174784],[129.08932516,35.23176194],[129.08950042,35.23174784],[129.08966893,35.23170609],[129.08982424,35.23163828],[129.08996037,35.23154703],[129.09007209,35.23143583],[129.0901551,35.23130897],[129.09020622,35.23117132],[129.09022348,35.23102817]]]}"
6779005,"2022040","2641011000","26410003  ",부산광역시 금정구3,부산광역시 금정구 서동(금사사거리 부근),8,8,0,8,0,0,129.108112429146,35.214190702840,"{""type"":""Polygon"",""coordinates"":[[[129.10901074,35.2141907],[129.10899348,35.21404752],[129.10894236,35.21390984],[129.10885935,35.21378295],[129.10874763,35.21367174],[129.10861151,35.21358046],[129.1084562,35.21351264],[129.10828768,35.21347088],[129.10811243,35.21345677],[129.10793718,35.21347088],[129.10776866,35.21351264],[129.10761335,35.21358046],[129.10747722,35.21367174],[129.10736551,35.21378295],[129.10728249,35.21390984],[129.10723137,35.21404752],[129.10721411,35.2141907],[129.10723137,35.21433388],[129.10728249,35.21447156],[129.10736551,35.21459845],[129.10747722,35.21470966],[129.10761335,35.21480094],[129.10776866,35.21486876],[129.10793718,35.21491052],[129.10811243,35.21492463],[129.10828768,35.21491052],[129.1084562,35.21486876],[129.10861151,35.21480094],[129.10874763,35.21470966],[129.10885935,35.21459845],[129.10894236,35.21447156],[129.10899348,35.21433388],[129.10901074,35.2141907]]]}"
6779370,"2022040","2641010800","26410004  ",부산광역시 금정구4,부산광역시 금정구 장전동(온천동1747 부근),7,7,1,6,0,0,129.083444565016,35.222449955102,"{""type"":""Polygon"",""coordinates"":[[[129.08434288,35.22244996],[129.08432562,35.22230679],[129.0842745,35.22216912],[129.08419149,35.22204225],[129.08407977,35.22193104],[129.08394364,35.22183978],[129.08378834,35.22177196],[129.08361982,35.2217302],[129.08344457,35.2217161],[129.08326931,35.2217302],[129.08310079,35.22177196],[129.08294549,35.22183978],[129.08280936,35.22193104],[129.08269764,35.22204225],[129.08261463,35.22216912],[129.08256351,35.22230679],[129.08254625,35.22244996],[129.08256351,35.22259312],[129.08261463,35.22273079],[129.08269764,35.22285766],[129.08280936,35.22296886],[129.08294549,35.22306013],[129.08310079,35.22312794],[129.08326931,35.2231697],[129.08344457,35.2231838],[129.08361982,35.2231697],[129.08378834,35.22312794],[129.08394364,35.22306013],[129.08407977,35.22296886],[129.08419149,35.22285766],[129.0842745,35.22273079],[129.08432562,35.22259312],[129.08434288,35.22244996]]]}"
6779504,"2022040","2641010700","26410005  ",부산광역시 금정구5,부산광역시 금정구 구서동(구서역1번출구 부근),7,8,0,7,1,0,129.090513757905,35.246880566386,"{""type"":""Polygon"",""coordinates"":[[[129.09141207,35.24688057],[129.09139481,35.24673744],[129.09134369,35.24659982],[129.09126068,35.24647298],[129.09114896,35.24636181],[129.09101284,35.24627057],[129.09085753,35.24620278],[129.09068901,35.24616103],[129.09051376,35.24614693],[129.09033851,35.24616103],[129.09016999,35.24620278],[129.09001468,35.24627057],[129.08987855,35.24636181],[129.08976684,35.24647298],[129.08968382,35.24659982],[129.0896327,35.24673744],[129.08961544,35.24688057],[129.0896327,35.24702369],[129.08968382,35.24716131],[129.08976684,35.24728815],[129.08987855,35.24739932],[129.09001468,35.24749055],[129.09016999,35.24755835],[129.09033851,35.2476001],[129.09051376,35.24761419],[129.09068901,35.2476001],[129.09085753,35.24755835],[129.09101284,35.24749055],[129.09114896,35.24739932],[129.09126068,35.24728815],[129.09134369,35.24716131],[129.09139481,35.24702369],[129.09141207,35.24688057]]]}"
6778908,"2022040","2641011000","26410006  ",부산광역시 금정구6,부산광역시 금정구 서동(서동제일어린이집 부근),7,7,0,7,0,0,129.100672238034,35.215731871030,"{""type"":""Polygon"",""coordinates"":[[[129.10157055,35.21573187],[129.10155329,35.21558869],[129.10150217,35.21545101],[129.10141916,35.21532413],[129.10130744,35.21521292],[129.10117132,35.21512164],[129.10101601,35.21505382],[129.10084749,35.21501206],[129.10067224,35.21499796],[129.10049699,35.21501206],[129.10032847,35.21505382],[129.10017316,35.21512164],[129.10003703,35.21521292],[129.09992532,35.21532413],[129.0998423,35.21545101],[129.09979118,35.21558869],[129.09977392,35.21573187],[129.09979118,35.21587505],[129.0998423,35.21601273],[129.09992532,35.21613961],[129.10003703,35.21625082],[129.10017316,35.21634209],[129.10032847,35.21640991],[129.10049699,35.21645168],[129.10067224,35.21646578],[129.10084749,35.21645168],[129.10101601,35.21640991],[129.10117132,35.21634209],[129.10130744,35.21625082],[129.10141916,35.21613961],[129.10150217,35.21601273],[129.10155329,35.21587505],[129.10157055,35.21573187]]]}"
6779024,"2022040","2641011000","26410007  ",부산광역시 금정구7,부산광역시 금정구 서동(희망교회 부근),7,7,0,7,0,0,129.102847633313,35.214621171431,"{""type"":""Polygon"",""coordinates"":[[[129.10374595,35.21462117],[129.10372869,35.21447799],[129.10367757,35.21434031],[129.10359456,35.21421343],[129.10348284,35.21410221],[129.10334671,35.21401094],[129.1031914,35.21394311],[129.10302289,35.21390135],[129.10284763,35.21388725],[129.10267238,35.21390135],[129.10250386,35.21394311],[129.10234856,35.21401094],[129.10221243,35.21410221],[129.10210071,35.21421343],[129.1020177,35.21434031],[129.10196658,35.21447799],[129.10194932,35.21462117],[129.10196658,35.21476435],[129.1020177,35.21490203],[129.10210071,35.21502892],[129.10221243,35.21514013],[129.10234856,35.2152314],[129.10250386,35.21529922],[129.10267238,35.21534099],[129.10284763,35.21535509],[129.10302289,35.21534099],[129.1031914,35.21529922],[129.10334671,35.2152314],[129.10348284,35.21514013],[129.10359456,35.21502892],[129.10367757,35.21490203],[129.10372869,35.21476435],[129.10374595,35.21462117]]]}"
6779139,"2022040","2647010200","26470001  ",부산광역시 연제구1,부산광역시 연제구 연산동(연산교차로 부근),8,14,1,10,3,0,129.082319479861,35.187122052642,"{""type"":""Polygon"",""coordinates"":[[[129.0832178,35.18712205],[129.08320053,35.18697882],[129.08314941,35.1868411],[129.0830664,35.18671417],[129.08295468,35.18660291],[129.08281856,35.18651161],[129.08266325,35.18644377],[129.08249473,35.18640199],[129.08231948,35.18638788],[129.08214423,35.18640199],[129.08197571,35.18644377],[129.0818204,35.18651161],[129.08168428,35.18660291],[129.08157256,35.18671417],[129.08148954,35.1868411],[129.08143843,35.18697882],[129.08142116,35.18712205],[129.08143843,35.18726528],[129.08148954,35.18740301],[129.08157256,35.18752993],[129.08168428,35.18764119],[129.0818204,35.18773249],[129.08197571,35.18780033],[129.08214423,35.18784211],[129.08231948,35.18785622],[129.08249473,35.18784211],[129.08266325,35.18780033],[129.08281856,35.18773249],[129.08295468,35.18764119],[129.0830664,35.18752993],[129.08314941,35.18740301],[129.08320053,35.18726528],[129.0832178,35.18712205]]]}"
6778939,"2022040","2647010200","26470002  ",부산광역시 연제구2,부산광역시 연제구 연산동(진선미어린이집 부근),8,8,0,8,0,0,129.084051714416,35.185837163355,"{""type"":""Polygon"",""coordinates"":[[[129.08495003,35.18583716],[129.08493277,35.18569393],[129.08488165,35.1855562],[129.08479864,35.18542927],[129.08468692,35.18531802],[129.08455079,35.18522671],[129.08439548,35.18515887],[129.08422697,35.18511709],[129.08405171,35.18510298],[129.08387646,35.18511709],[129.08370794,35.18515887],[129.08355264,35.18522671],[129.08341651,35.18531802],[129.08330479,35.18542927],[129.08322178,35.1855562],[129.08317066,35.18569393],[129.0831534,35.18583716],[129.08317066,35.18598039],[129.08322178,35.18611812],[129.08330479,35.18624505],[129.08341651,35.18635631],[129.08355264,35.18644761],[129.08370794,35.18651546],[129.08387646,35.18655723],[129.08405171,35.18657134],[129.08422697,35.18655723],[129.08439548,35.18651546],[129.08455079,35.18644761],[129.08468692,35.18635631],[129.08479864,35.18624505],[129.08488165,35.18611812],[129.08493277,35.18598039],[129.08495003,35.18583716]]]}"
6779544,"2022040","2647010200","26470003  ",부산광역시 연제구3,부산광역시 연제구 연산동(SC제일은행연산동지점 부근),7,10,1,7,2,0,129.084525892757,35.187634158990,"{""type"":""Polygon"",""coordinates"":[[[129.08542421,35.18763416],[129.08540695,35.18749093],[129.08535583,35.18735321],[129.08527281,35.18722628],[129.0851611,35.18711502],[129.08502497,35.18702372],[129.08486966,35.18695588],[129.08470115,35.1869141],[129.08452589,35.18689999],[129.08435064,35.1869141],[129.08418212,35.18695588],[129.08402682,35.18702372],[129.08389069,35.18711502],[129.08377897,35.18722628],[129.08369596,35.18735321],[129.08364484,35.18749093],[129.08362758,35.18763416],[129.08364484,35.18777739],[129.08369596,35.18791511],[129.08377897,35.18804204],[129.08389069,35.18815329],[129.08402682,35.18824459],[129.08418212,35.18831244],[129.08435064,35.18835421],[129.08452589,35.18836832],[129.08470115,35.18835421],[129.08486966,35.18831244],[129.08502497,35.18824459],[129.0851611,35.18815329],[129.08527281,35.18804204],[129.08535583,35.18791511],[129.08540695,35.18777739],[129.08542421,35.18763416]]]}"
6779244,"2022040","2647010200","26470004  ",부산광역시 연제구4,부산광역시 연제구 연산동(연산교차로 부근),7,9,0,9,0,0,129.081841858916,35.185144773513,"{""type"":""Polygon"",""coordinates"":[[[129.08274017,35.18514477],[129.08272291,35.18500154],[129.08267179,35.18486381],[129.08258878,35.18473688],[129.08247706,35.18462562],[129.08234094,35.18453432],[129.08218563,35.18446647],[129.08201711,35.18442469],[129.08184186,35.18441058],[129.08166661,35.18442469],[129.08149809,35.18446647],[129.08134278,35.18453432],[129.08120665,35.18462562],[129.08109494,35.18473688],[129.08101192,35.18486381],[129.0809608,35.18500154],[129.08094354,35.18514477],[129.0809608,35.18528801],[129.08101192,35.18542573],[129.08109494,35.18555267],[129.08120665,35.18566392],[129.08134278,35.18575523],[129.08149809,35.18582307],[129.08166661,35.18586485],[129.08184186,35.18587896],[129.08201711,35.18586485],[129.08218563,35.18582307],[129.08234094,35.18575523],[129.08247706,35.18566392],[129.08258878,35.18555267],[129.08267179,35.18542573],[129.08272291,35.18528801],[129.08274017,35.18514477]]]}"
6779163,"2022040","2647010100","26470005  ",부산광역시 연제구5,부산광역시 연제구 거제동(거성사거리 부근),7,8,0,7,1,0,129.067466841722,35.191462604417,"{""type"":""Polygon"",""coordinates"":[[[129.06836516,35.1914626],[129.0683479,35.19131938],[129.06829678,35.19118166],[129.06821376,35.19105474],[129.06810205,35.19094349],[129.06796592,35.19085219],[129.06781061,35.19078435],[129.06764209,35.19074258],[129.06746684,35.19072847],[129.06729159,35.19074258],[129.06712307,35.19078435],[129.06696776,35.19085219],[129.06683164,35.19094349],[129.06671992,35.19105474],[129.06663691,35.19118166],[129.06658579,35.19131938],[129.06656853,35.1914626],[129.06658579,35.19160583],[129.06663691,35.19174354],[129.06671992,35.19187046],[129.06683164,35.19198171],[129.06696776,35.19207301],[129.06712307,35.19214085],[129.06729159,35.19218263],[129.06746684,35.19219673],[129.06764209,35.19218263],[129.06781061,35.19214085],[129.06796592,35.19207301],[129.06810205,35.19198171],[129.06821376,35.19187046],[129.06829678,35.19174354],[129.0683479,35.19160583],[129.06836516,35.1914626]]]}"
6778999,"2022040","2650010400","26500001  ",부산광역시 수영구1,부산광역시 수영구 광안동(블루코리아씨푸드 부근),9,15,3,9,3,0,129.116646770533,35.168095715746,"{""type"":""Polygon"",""coordinates"":[[[129.11754509,35.16809572],[129.11752782,35.16795245],[129.11747671,35.16781469],[129.11739369,35.16768774],[129.11728198,35.16757646],[129.11714585,35.16748513],[129.11699054,35.16741727],[129.11682202,35.16737548],[129.11664677,35.16736137],[129.11647152,35.16737548],[129.116303,35.16741727],[129.11614769,35.16748513],[129.11601157,35.16757646],[129.11589985,35.16768774],[129.11581684,35.16781469],[129.11576572,35.16795245],[129.11574846,35.16809572],[129.11576572,35.16823898],[129.11581684,35.16837674],[129.11589985,35.16850369],[129.11601157,35.16861497],[129.11614769,35.1687063],[129.116303,35.16877416],[129.11647152,35.16881594],[129.11664677,35.16883005],[129.11682202,35.16881594],[129.11699054,35.16877416],[129.11714585,35.1687063],[129.11728198,35.16861497],[129.11739369,35.16850369],[129.11747671,35.16837674],[129.11752782,35.16823898],[129.11754509,35.16809572]]]}"
6778892,"2022040","2650010400","26500002  ",부산광역시 수영구2,부산광역시 수영구 광안동(수영교차로 부근),9,9,0,9,0,0,129.114001640464,35.167590036852,"{""type"":""Polygon"",""coordinates"":[[[129.11489996,35.16759004],[129.11488269,35.16744677],[129.11483158,35.16730901],[129.11474856,35.16718205],[129.11463685,35.16707077],[129.11450072,35.16697945],[129.11434541,35.16691159],[129.11417689,35.1668698],[129.11400164,35.16685569],[129.11382639,35.1668698],[129.11365787,35.16691159],[129.11350256,35.16697945],[129.11336644,35.16707077],[129.11325472,35.16718205],[129.11317171,35.16730901],[129.11312059,35.16744677],[129.11310333,35.16759004],[129.11312059,35.1677333],[129.11317171,35.16787106],[129.11325472,35.16799802],[129.11336644,35.1681093],[129.11350256,35.16820062],[129.11365787,35.16826848],[129.11382639,35.16831027],[129.11400164,35.16832438],[129.11417689,35.16831027],[129.11434541,35.16826848],[129.11450072,35.16820062],[129.11463685,35.1681093],[129.11474856,35.16799802],[129.11483158,35.16787106],[129.11488269,35.1677333],[129.11489996,35.16759004]]]}"
6779253,"2022040","2650010100","26500003  ",부산광역시 수영구3,부산광역시 수영구 망미동(망미역앞교차로 부근),8,8,0,8,0,0,129.109030463386,35.171623215640,"{""type"":""Polygon"",""coordinates"":[[[129.10992878,35.17162322],[129.10991152,35.17147996],[129.1098604,35.17134221],[129.10977739,35.17121525],[129.10966567,35.17110398],[129.10952954,35.17101266],[129.10937423,35.1709448],[129.10920572,35.17090301],[129.10903046,35.1708889],[129.10885521,35.17090301],[129.10868669,35.1709448],[129.10853139,35.17101266],[129.10839526,35.17110398],[129.10828354,35.17121525],[129.10820053,35.17134221],[129.10814941,35.17147996],[129.10813215,35.17162322],[129.10814941,35.17176647],[129.10820053,35.17190422],[129.10828354,35.17203118],[129.10839526,35.17214245],[129.10853139,35.17223377],[129.10868669,35.17230163],[129.10885521,35.17234341],[129.10903046,35.17235752],[129.10920572,35.17234341],[129.10937423,35.17230163],[129.10952954,35.17223377],[129.10966567,35.17214245],[129.10977739,35.17203118],[129.1098604,35.17190422],[129.10991152,35.17176647],[129.10992878,35.17162322]]]}"
6778966,"2022040","2650010100","26500004  ",부산광역시 수영구4,부산광역시 수영구 망미동(망미부산은행앞교차로 부근),7,7,1,6,0,0,129.107557523162,35.174888529883,"{""type"":""Polygon"",""coordinates"":[[[129.10845584,35.17488853],[129.10843858,35.17474528],[129.10838746,35.17460753],[129.10830445,35.17448058],[129.10819273,35.17436931],[129.1080566,35.174278],[129.10790129,35.17421014],[129.10773278,35.17416836],[129.10755752,35.17415425],[129.10738227,35.17416836],[129.10721375,35.17421014],[129.10705845,35.174278],[129.10692232,35.17436931],[129.1068106,35.17448058],[129.10672759,35.17460753],[129.10667647,35.17474528],[129.10665921,35.17488853],[129.10667647,35.17503178],[129.10672759,35.17516953],[129.1068106,35.17529647],[129.10692232,35.17540774],[129.10705845,35.17549906],[129.10721375,35.17556691],[129.10738227,35.1756087],[129.10755752,35.17562281],[129.10773278,35.1756087],[129.10790129,35.17556691],[129.1080566,35.17549906],[129.10819273,35.17540774],[129.10830445,35.17529647],[129.10838746,35.17516953],[129.10843858,35.17503178],[129.10845584,35.17488853]]]}"
6779187,"2022040","2650010300","26500005  ",부산광역시 수영구5,부산광역시 수영구 민락동(포항영일상회 부근),7,8,0,8,0,0,129.123428264904,35.155743281029,"{""type"":""Polygon"",""coordinates"":[[[129.12432658,35.15574328],[129.12430932,35.1556],[129.1242582,35.15546222],[129.12417519,35.15533524],[129.12406347,35.15522394],[129.12392734,35.1551326],[129.12377204,35.15506473],[129.12360352,35.15502294],[129.12342826,35.15500882],[129.12325301,35.15502294],[129.12308449,35.15506473],[129.12292919,35.1551326],[129.12279306,35.15522394],[129.12268134,35.15533524],[129.12259833,35.15546222],[129.12254721,35.1556],[129.12252995,35.15574328],[129.12254721,35.15588657],[129.12259833,35.15602434],[129.12268134,35.15615132],[129.12279306,35.15626262],[129.12292919,35.15635395],[129.12308449,35.15642182],[129.12325301,35.15646362],[129.12342826,35.15647773],[129.12360352,35.15646362],[129.12377204,35.15642182],[129.12392734,35.15635395],[129.12406347,35.15626262],[129.12417519,35.15615132],[129.1242582,35.15602434],[129.12430932,35.15588657],[129.12432658,35.15574328]]]}"
6779223,"2022040","2650010400","26500006  ",부산광역시 수영구6,부산광역시 수영구 광안동(장대골삼거리 부근),7,7,0,7,0,0,129.113352472040,35.156959822739,"{""type"":""Polygon"",""coordinates"":[[[129.11425079,35.15695982],[129.11423353,35.15681654],[129.11418241,35.15667876],[129.11409939,35.15655179],[129.11398768,35.15644049],[129.11385155,35.15634915],[129.11369624,35.15628128],[129.11352772,35.15623949],[129.11335247,35.15622538],[129.11317722,35.15623949],[129.1130087,35.15628128],[129.11285339,35.15634915],[129.11271727,35.15644049],[129.11260555,35.15655179],[129.11252254,35.15667876],[129.11247142,35.15681654],[129.11245416,35.15695982],[129.11247142,35.15710311],[129.11252254,35.15724088],[129.11260555,35.15736786],[129.11271727,35.15747915],[129.11285339,35.15757049],[129.1130087,35.15763836],[129.11317722,35.15768015],[129.11335247,35.15769426],[129.11352772,35.15768015],[129.11369624,35.15763836],[129.11385155,35.15757049],[129.11398768,35.15747915],[129.11409939,35.15736786],[129.11418241,35.15724088],[129.11423353,35.15710311],[129.11425079,35.15695982]]]}"
